0,1,2,3,4,5,6,7,8,9
968,1,0,1,1,2,2,0,3,2
0,1124,2,2,0,1,1,2,3,0
11,5,968,20,2,2,3,10,9,2
0,2,6,971,1,7,1,4,10,8
3,2,5,0,934,0,8,6,3,21
4,1,1,19,2,844,9,1,8,3
11,4,3,0,4,10,922,0,4,0
2,9,13,9,1,1,0,984,2,7
6,2,3,14,5,4,4,3,926,7
6,5,1,11,11,1,0,8,6,960
