0,1,2,3,4,5,6,7,8,9
959,0,1,1,0,4,9,3,3,0
0,1120,5,4,1,0,0,1,4,0
5,0,989,9,2,0,4,9,12,2
1,1,8,979,0,7,0,3,7,4
0,0,5,0,946,0,9,4,0,18
5,0,0,12,1,858,4,2,7,3
4,4,2,1,5,11,929,0,2,0
1,2,15,10,8,0,0,969,6,17
3,1,5,7,8,4,5,1,934,6
1,4,0,8,16,5,1,9,9,956
