0,1,2,3,4,5,6,7,8,9
952,1,7,0,2,7,8,1,2,0
0,1114,2,2,0,2,5,2,8,0
6,2,988,8,5,1,3,12,6,1
0,0,6,972,0,13,1,3,8,7
3,0,4,0,947,0,6,5,2,15
5,2,0,17,1,849,8,1,5,4
6,2,2,1,11,12,921,1,2,0
1,7,11,5,2,1,0,982,4,15
7,0,5,11,7,8,4,5,916,11
4,5,3,13,18,6,3,10,10,937
