epoch,train_accuracy,test_accuracy,train_loss,test_loss
1,92.715,91.93,0.6591912762880325,0.28943467885255814
2,94.405,93.34,0.23284276608228682,0.22963304519653321
3,94.96333333333334,93.86,0.18966574825843174,0.21212254241108894
4,95.875,94.27,0.16128428494036198,0.19817253276705743
5,96.22833333333334,94.78,0.14393483744015295,0.19331055730581284
6,96.28166666666667,94.74,0.12991089200178782,0.2004177153110504
7,96.76666666666667,94.94,0.11923206477711598,0.1921657733619213
8,97.04166666666667,95.07,0.10959984195927779,0.18069393783807755
9,97.29833333333333,95.42,0.1006908107874915,0.17290592119097709
10,97.20333333333333,95.19,0.09238804831181963,0.19424685686826706
11,97.36833333333334,95.08,0.08822622984300058,0.18679864704608917
12,97.66833333333334,95.21,0.07973559748083353,0.18954209461808205
13,97.945,95.5,0.07515413905406991,0.1814076565206051
14,98.07333333333334,95.92,0.0704509195720156,0.18224509693682195
15,98.0,95.5,0.06557956897517045,0.19426601231098176
16,98.47166666666666,95.81,0.062114993942777315,0.1855938456952572
17,98.175,95.74,0.05868375188360612,0.19652233868837357
18,98.185,95.76,0.05661050515746077,0.185394686460495
19,98.54,95.88,0.053995757772400975,0.1857380010187626
20,98.515,95.84,0.04963682866779467,0.18818653672933577
21,98.60833333333333,95.93,0.04715265420253078,0.18522176146507263
22,98.72166666666666,95.94,0.04570897980549683,0.19510810002684592
23,98.91833333333334,96.06,0.04206314920876175,0.19383960142731665
24,98.73333333333333,95.97,0.04043443449282398,0.2032066598534584
25,98.95833333333333,96.13,0.040073794930304094,0.1941401556134224
26,99.01166666666667,96.15,0.037558179783013956,0.1907434955239296
27,98.96666666666667,95.93,0.03574912180316945,0.20196900516748428
28,99.11333333333333,96.09,0.03518577513989682,0.19981502071022988
29,99.215,96.1,0.032272350258814794,0.20447565317153932
30,99.18833333333333,96.16,0.03127885639667511,0.2037925489246845
31,99.225,95.98,0.029734216513081144,0.20624566972255706
32,99.33,96.14,0.028145530806637058,0.2037554480135441
33,99.255,96.07,0.02649318558862433,0.22034490741789342
34,99.285,96.02,0.02723442784976214,0.21467115804553033
35,99.4,96.1,0.025020594210751975,0.2148094169795513
36,99.44833333333334,96.23,0.023080083463480696,0.21607304289937018
37,99.48333333333333,95.94,0.022681086663963894,0.22826899066567422
38,99.47666666666667,96.17,0.020913931174141667,0.2212999440729618
39,99.53,96.13,0.020699258643621578,0.2193051017820835
40,99.50166666666667,95.99,0.020174982196775576,0.23621630743145944
41,99.53833333333333,96.05,0.01854608643113946,0.2339258685708046
42,99.60666666666667,96.26,0.017555626095292005,0.22935662865638734
43,99.68333333333334,96.29,0.016226155104045757,0.2293626181781292
44,99.495,96.1,0.015574896316369996,0.2408343382179737
45,99.65,96.16,0.014805964932381175,0.2412695311009884
46,99.70666666666666,96.19,0.01464365058890544,0.23775806352496148
47,99.69166666666666,96.09,0.014208312844267736,0.24006663113832474
48,99.52333333333333,95.97,0.014152563928378124,0.25239725708961486
49,99.71666666666667,96.18,0.014297724443344244,0.24194000288844109
50,99.62833333333333,96.13,0.014286732920340729,0.2409318707883358
51,99.72666666666667,96.19,0.013876807277917397,0.2492600493133068
