0,1,2,3,4,5,6,7,8,9
965,0,3,1,0,4,3,1,1,2
0,1121,1,4,0,1,3,1,4,0
5,6,987,6,1,3,8,10,6,0
0,0,7,959,0,23,2,6,7,6
3,2,6,0,939,2,5,5,3,17
4,0,0,22,2,837,11,3,9,4
4,4,3,0,6,8,928,0,5,0
0,6,6,9,3,3,0,990,6,5
6,0,6,11,5,8,1,3,926,8
3,4,0,7,17,10,2,5,13,948
