0,1,2,3,4,5,6,7,8,9
965,0,2,0,0,1,4,3,2,3
1,1123,3,3,0,1,1,1,2,0
3,2,996,9,4,0,3,10,5,0
0,0,6,977,2,10,0,2,3,10
0,0,4,1,952,0,2,3,2,18
2,0,0,10,1,854,11,2,7,5
5,2,1,0,7,10,926,1,6,0
0,5,9,7,3,2,0,992,5,5
7,1,7,9,3,8,3,4,927,5
4,3,1,5,14,2,1,6,3,970
