epoch,train_accuracy,test_accuracy,train_loss,test_loss
1,93.45166666666667,92.68,0.5900180321455002,0.2615676924586296
2,95.165,94.44,0.20458722171386082,0.20013716369867324
3,96.42166666666667,95.16,0.15420289105176926,0.1858285166323185
4,97.00666666666666,95.41,0.12813852597723405,0.16773767545819282
5,97.45,95.58,0.11001530959382654,0.16541122198104857
6,97.8,95.84,0.09446521879186233,0.15467742905020715
7,97.12333333333333,95.28,0.08170570069203774,0.18313969820737838
8,98.20166666666667,95.94,0.07187897015213966,0.16276038140058519
9,98.12,95.91,0.06404004059707125,0.17031446918845178
10,98.47,96.23,0.058136516093090174,0.16176080070436
11,98.73833333333333,96.25,0.052866643729433414,0.162759992107749
12,98.86166666666666,96.47,0.047446374243497846,0.1534137971699238
13,98.93,96.46,0.042219639179607235,0.15934957340359687
14,98.71,96.17,0.03806271075488379,0.17031975239515304
15,99.13833333333334,96.39,0.03591016088121881,0.16508657671511173
16,99.18333333333334,96.36,0.03346497987145558,0.16683409065008165
17,99.145,96.49,0.02905752340462059,0.1761280782520771
18,99.19833333333334,96.58,0.026872557414043693,0.17450495697557927
19,99.39833333333333,96.61,0.02479530045534484,0.17252447381615638
20,99.43666666666667,96.66,0.02252758245379664,0.1741388913244009
21,99.14833333333333,96.44,0.019372968753823078,0.19159346558153628
22,99.655,96.83,0.019249148927023636,0.1737020719796419
23,99.565,96.63,0.017452350063319317,0.18513946272432805
24,99.665,96.66,0.015745872804142223,0.19111048020422458
25,99.44833333333334,96.61,0.014077299777263155,0.19617881774902343
26,99.73,96.87,0.014147761897866925,0.1914497535675764
27,99.77,96.78,0.01208493837818193,0.19431246370077132
28,99.72166666666666,96.68,0.01048907442992398,0.19942879676818848
29,99.82333333333334,96.77,0.00997973443477725,0.20280102007091044
30,99.81333333333333,96.83,0.009129310415526075,0.20444266088306903
31,99.84166666666667,96.82,0.008486495723389088,0.20781249701976776
32,99.87833333333333,96.94,0.007974143374125319,0.20601625815033914
33,99.87833333333333,96.86,0.007384284032334108,0.20773437954485416
34,99.865,96.74,0.006788171451472832,0.2097211740911007
35,99.91166666666666,96.82,0.005931312973764337,0.21545684859156608
36,99.91166666666666,96.82,0.005503478558407126,0.2169776175171137
37,99.915,96.79,0.005148173469072208,0.2171594824641943
38,99.93,96.79,0.00507037453346226,0.22017183601856233
39,99.92166666666667,96.78,0.004602644444711041,0.22159279361367226
40,99.93333333333334,96.83,0.004296607228750751,0.22509700506925584
41,99.93666666666667,96.78,0.003881434486746245,0.22587916105985642
42,99.94333333333333,96.76,0.003673885942021055,0.2283223818987608
43,99.945,96.73,0.003515726277595968,0.23237794190645217
44,99.94333333333333,96.71,0.0033375612611009275,0.23271465674042702
45,99.95166666666667,96.85,0.0031359493094021067,0.23268467113375663
46,99.94333333333333,96.79,0.0030204905641939453,0.2375892460346222
47,99.95,96.78,0.0029555406004268055,0.2377081338316202
48,99.95,96.68,0.002833516586515179,0.24109741859138012
49,99.95333333333333,96.81,0.0027063808214988967,0.24143788255751134
50,99.95666666666666,96.76,0.002560592964130046,0.2432453978806734
51,99.95666666666666,96.8,0.002463207222118702,0.24375686794519424
52,99.96,96.84,0.0023795623393457694,0.24454478062689305
53,99.95833333333333,96.77,0.0022347767457564257,0.24425735659897327
54,99.95666666666666,96.76,0.0021915090016899437,0.24656465463340282
55,99.96166666666667,96.86,0.002132851132110227,0.24872330352663993
56,99.96,96.83,0.0020403730452613674,0.25081921853125094
57,99.965,96.8,0.001992784444097682,0.2504305258393288
58,99.96333333333334,96.85,0.0019280406959765969,0.2506182823330164
59,99.965,96.83,0.001950681074675352,0.25243874415755274
60,99.96833333333333,96.74,0.0018361216152268753,0.2543409511446953
61,99.96833333333333,96.79,0.0017568490704904737,0.2561962157487869
62,99.96833333333333,96.83,0.001700449360779991,0.25682333298027515
63,99.97,96.83,0.0016615161845339268,0.2571465142071247
64,99.97166666666666,96.82,0.0016289873046203866,0.25899754017591475
65,99.97166666666666,96.81,0.0015694519854373842,0.2594929378479719
66,99.96833333333333,96.83,0.0015380991749101667,0.26130734086036683
67,99.97166666666666,96.75,0.0014968766404189712,0.26160746440291405
68,99.97166666666666,96.82,0.0014778952224604534,0.26150216460227965
69,99.97166666666666,96.77,0.0014367031294835518,0.2633879564702511
70,99.97333333333333,96.8,0.0013975746221403823,0.26424245052039624
71,99.97166666666666,96.82,0.0013629649290658563,0.2649806771427393
72,99.975,96.78,0.001365668807159697,0.2648438408970833
73,99.975,96.74,0.0013169601094875057,0.26515141762793065
74,99.97333333333333,96.77,0.0012952681257507417,0.2664597168564796
75,99.975,96.8,0.0012724343839450739,0.2670357070863247
76,99.97666666666667,96.76,0.0012554842462947514,0.26763984709978106
77,99.97833333333334,96.84,0.00123751979292659,0.2679869029670954
78,99.97666666666667,96.77,0.0012005276939763764,0.2686670616269112
79,99.97833333333334,96.78,0.0011920422422609894,0.26972583383321763
80,99.98,96.76,0.001159811393843332,0.2698782987892628
81,99.97833333333334,96.78,0.0011384429512783147,0.27160048224031924
82,99.97833333333334,96.82,0.0011207629466414497,0.27216056548058987
83,99.97833333333334,96.78,0.0011024860793695552,0.2715152151882648
84,99.97833333333334,96.81,0.0011018900176761235,0.27267868146300317
85,99.97833333333334,96.8,0.00107375503666226,0.27325890175998213
86,99.97833333333334,96.8,0.0010591229363970341,0.27334174811840056
87,99.97833333333334,96.8,0.0010565514817909086,0.27433963865041733
88,99.98,96.8,0.0010352536877030313,0.27474430240690706
89,99.98166666666667,96.8,0.0010392425715616506,0.2749274890869856
90,99.98,96.77,0.001009651646771211,0.2765622269362211
91,99.98166666666667,96.77,0.0010034338321239678,0.27749529890716074
92,99.98,96.82,0.0009879526628168,0.27744529135525225
93,99.98166666666667,96.78,0.0009713380783380368,0.2776867564767599
94,99.98,96.82,0.0009812813215245115,0.2771429169923067
95,99.98166666666667,96.79,0.0009522005571062133,0.27776912301778794
96,99.98,96.82,0.0009408254515343894,0.2796106919646263
