G_plus_min, G_plus_max, G_minus_min, G_minus_max, n_states, delta_G_plus         , delta_G_minus, W_min_phys           , W_max_phys, W_range               , dynamic_range_pct, NL_plus            , NL_minus           , symmetry_error     , beta_plus, beta_minus       , mean_sat_ltp      , mean_sat_ltd      , asym_correction  , W_sign_cross
  0.000534,   0.000594,   0.0003415,   0.0004375,       50, 6.000000000000005e-05, 9.6e-05      , 9.649999999999996e-05,  0.0002525, 0.00015600000000000005, 89.39828080229229, 0.18099999999999983, 0.25932185374149674, 0.07832185374149692,       3.0, 5.110079116862927, 0.3169460375586734, 0.1948194995276122, 1.626870196076368, False
