G_plus_min,G_plus_max,G_minus_min,G_minus_max,n_states,delta_G_plus,delta_G_minus,W_min_phys,W_max_phys,W_range,dynamic_range_pct,NL_plus,NL_minus,symmetry_error,beta_plus,beta_minus,mean_sat_ltp,mean_sat_ltd,asym_correction,W_sign_cross
0.00051,0.0005715,0.000358575,0.0004455,50,6.149999999999992e-05,8.692500000000001e-05,6.450000000000005e-05,0.00021292499999999998,0.00014842499999999994,107.0018924033522,0.2869918699186994,0.22609861891262098,0.060893251006078425,3.9403512635167948,4.327409349413105,0.24911175166768135,0.22831334603252054,1.091095881548198,False
