epoch,lr,train_accuracy,test_accuracy,train_loss,test_loss,sat_low,sat_high
1,0.004,14.816666666666666,14.79,2.3515518085479736,2.2776948690414427,0.06204437091946602,0.062093161046504974
2,0.008,31.698333333333334,33.19,2.168225530497233,2.0474107384681703,0.06128774210810661,0.06126222014427185
3,0.012,50.76833333333333,52.4,1.9342975285212198,1.800443661212921,0.06024962663650513,0.06011751666665077
4,0.016,63.60166666666667,64.96,1.6931113747914632,1.5555837631225586,0.058996833860874176,0.05869733542203903
5,0.02,71.81666666666666,72.89,1.4751829772949219,1.3504597425460816,0.05753687024116516,0.05719008296728134
6,0.02,76.36666666666666,77.66,1.3078402430216471,1.2031602680683136,0.05626155808568001,0.05573011562228203
7,0.01992311833781616,78.86,79.75,1.188587075996399,1.1021558105945588,0.05509809032082558,0.05435347184538841
8,0.019693685821004153,80.41333333333333,81.27,1.101895989672343,1.0301613926887512,0.05404346436262131,0.053142715245485306
9,0.019315320737410453,81.875,82.71,1.0347528524398804,0.9656893491744996,0.05308716744184494,0.05205205827951431
10,0.01879399013042767,82.58833333333334,83.39,0.9825743156115214,0.9200303673744201,0.0521744079887867,0.051004935055971146
11,0.01813791569515574,83.59666666666666,84.25,0.9389338746388753,0.8842404901981353,0.05131043866276741,0.05003738030791283
12,0.017357444117358765,84.17166666666667,84.8,0.9052630893389384,0.8520478427410125,0.050554562360048294,0.04916965961456299
13,0.016464883900049725,84.60833333333333,85.26,0.8779349369684856,0.8232868611812592,0.04981594532728195,0.048428039997816086
14,0.015474311251045217,84.84333333333333,85.44,0.8544771044095357,0.8058066070079803,0.04917866736650467,0.04764814302325249
15,0.01440134809275946,85.20833333333333,85.96,0.8351413597424825,0.7889864325523377,0.048600684851408005,0.04695756733417511
16,0.013262915695155739,85.62,86.08,0.8191344177881876,0.7669327139854432,0.048061735928058624,0.046391598880290985
17,0.012076967817210817,85.70166666666667,86.46,0.8050522382736206,0.7578364312648773,0.047613613307476044,0.04583613574504852
18,0.010862207565410807,86.315,86.77,0.793203127861023,0.7385940492153168,0.04723755270242691,0.045391764491796494
19,0.009637792434589195,86.2,86.96,0.7834823383331299,0.736574137210846,0.04690052196383476,0.04499918967485428
20,0.008423032182789185,86.255,86.97,0.7753627415339152,0.7333687603473663,0.04660327360033989,0.04468017444014549
21,0.007237084304844266,86.54,87.02,0.7699237383524576,0.725656944513321,0.04634355753660202,0.04438517615199089
22,0.0060986519072405414,86.345,87.01,0.7636006505012513,0.7196500241756439,0.04613488167524338,0.04414647817611694
23,0.0050256887489547805,86.62666666666667,87.21,0.7599876437505086,0.7151260286569595,0.04595848545432091,0.0439378060400486
24,0.0040351160999502755,86.535,87.21,0.7551088857014974,0.7131101816892624,0.04580686241388321,0.04376291111111641
25,0.0031425558826412396,86.59833333333333,87.11,0.7524460947672525,0.7100563555955887,0.045687511563301086,0.043642058968544006
26,0.0023620843048442635,86.81666666666666,87.29,0.7507931109110514,0.7052225351333619,0.04561620205640793,0.04356024041771889
27,0.00170600986957233,86.725,87.33,0.7498552245775859,0.7063781648874283,0.04555540159344673,0.0434911847114563
28,0.0011846792625895494,86.595,87.24,0.7492836732546488,0.7137781947851181,0.04552687704563141,0.043450649827718735
29,0.0008063141789958481,86.73,87.26,0.7477042808850606,0.708396577835083,0.045492347329854965,0.04342137649655342
30,0.0005768816621838418,86.66,87.3,0.7468507476170858,0.7074903100728989,0.04547208175063133,0.04339810833334923
31,0.02,87.0,87.45,0.7403106885592142,0.6876033842563629,0.04484530910849571,0.042649734765291214
32,0.01992311833781616,87.21333333333334,87.79,0.7271417523066203,0.681369024515152,0.04420427605509758,0.04192688316106796
33,0.019693685821004153,87.12833333333333,87.64,0.7164387033144632,0.672850352525711,0.043546728789806366,0.04120403155684471
34,0.019315320737410453,87.60833333333333,88.08,0.7043951594034831,0.6606739073991775,0.04294247925281525,0.04050520062446594
35,0.01879399013042767,87.765,88.26,0.6951684177716573,0.6550934135913848,0.04236824810504913,0.03991370648145676
36,0.01813791569515574,87.96333333333334,88.42,0.6859157475153606,0.6364280462265015,0.0418180413544178,0.03935074061155319
37,0.017357444117358765,87.95666666666666,88.43,0.678780333105723,0.6350911766290664,0.04131287336349487,0.038841817528009415
38,0.016464883900049725,88.19833333333334,88.5,0.6708555704116821,0.6254259526729584,0.040869250893592834,0.03835390880703926
39,0.015474311251045217,88.27833333333334,88.63,0.6649614135742188,0.6208497315645218,0.040451906621456146,0.03790954127907753
40,0.01440134809275946,88.21333333333334,88.57,0.6590776440938314,0.6190586805343627,0.040075842291116714,0.037522219121456146
41,0.013262915695155739,88.48666666666666,88.88,0.6544305707931518,0.6121297508478165,0.039742566645145416,0.037144653499126434
42,0.012076967817210817,88.42,88.82,0.6496762006759643,0.611278834939003,0.03943781182169914,0.036793362349271774
43,0.010862207565410807,88.54666666666667,88.95,0.6458001907348633,0.603717377781868,0.03915783017873764,0.03651412948966026
44,0.009637792434589195,88.7,89.11,0.6436025314172109,0.5984748780727387,0.038924384862184525,0.03627467900514603
45,0.008423032182789185,88.66666666666667,89.05,0.6392102507273356,0.5940705150365829,0.03872697055339813,0.03604574128985405
