0,1,2,3,4,5,6,7,8,9
957,0,0,1,0,5,13,1,3,0
0,1111,3,2,1,2,3,1,12,0
11,7,904,18,21,4,15,14,32,6
3,3,21,899,2,32,4,16,22,8
0,5,4,0,908,1,16,1,4,43
10,2,1,30,9,792,20,5,16,7
9,5,5,0,9,12,916,1,1,0
1,21,30,1,15,0,1,920,3,36
9,4,9,22,13,27,15,8,853,14
9,7,5,8,39,7,2,10,11,911
