epoch,lr,train_accuracy,test_accuracy,train_loss,test_loss,sat_low,sat_high
1,0.004,14.763333333333334,14.62,2.3658101645151772,2.2639118671417235,0.062349122017621994,0.062195997685194016
2,0.008,38.223333333333336,38.78,2.1177723074595134,1.9608713388442993,0.06154070049524307,0.061374813318252563
3,0.012,58.223333333333336,59.62,1.8123917931874594,1.6461189150810243,0.06044028699398041,0.060236867517232895
4,0.016,70.55333333333333,72.11,1.52351707127889,1.362813663482666,0.05921301618218422,0.0588737316429615
5,0.02,77.34833333333333,78.53,1.2872292315800984,1.1504063844680785,0.05782060697674751,0.057395752519369125
6,0.02,80.99666666666667,81.82,1.119692384592692,1.015309739112854,0.056580573320388794,0.056072402745485306
7,0.01992311833781616,82.96333333333334,83.87,1.0050155850728353,0.9200166165828705,0.05547865852713585,0.05488341301679611
8,0.019693685821004153,84.37,85.38,0.9258420674006144,0.8467820167541504,0.054475072771310806,0.05380551517009735
9,0.019315320737410453,85.00666666666666,85.92,0.8643000649134318,0.7955239772796631,0.053564563393592834,0.052782412618398666
10,0.01879399013042767,86.01,87.08,0.8182234661738078,0.7548715710639954,0.05271260440349579,0.051895927637815475
11,0.01813791569515574,86.515,87.47,0.7802196555137634,0.7198767900466919,0.051982998847961426,0.050985418260097504
12,0.017357444117358765,86.995,87.86,0.7512700461069742,0.6941865414381028,0.05124438554048538,0.05017849802970886
13,0.016464883900049725,87.31833333333333,88.32,0.7275551422754923,0.6728480070829391,0.050567321479320526,0.049403853714466095
14,0.015474311251045217,87.56666666666666,88.52,0.7069189954439798,0.6548460900783539,0.04997808113694191,0.04876131936907768
15,0.01440134809275946,87.75666666666666,88.83,0.6896180963516235,0.6371747583150864,0.04945114254951477,0.04819009453058243
16,0.013262915695155739,87.95,88.91,0.6755325007120768,0.626191571354866,0.048957981169223785,0.04760760813951492
17,0.012076967817210817,88.11833333333334,89.03,0.6644356470108033,0.6203611731529236,0.048515863716602325,0.04712871089577675
18,0.010862207565410807,88.28666666666666,89.15,0.6537075954119365,0.60509212911129,0.04813229665160179,0.04669484868645668
19,0.009637792434589195,88.35166666666667,89.24,0.6457683437029521,0.6019037038087844,0.04777274653315544,0.046304523944854736
20,0.008423032182789185,88.41833333333334,89.3,0.6389704437891642,0.596061784029007,0.047510776668787,0.045974250882864
21,0.007237084304844266,88.58,89.57,0.6329539540608724,0.5887219309806824,0.04724280536174774,0.04569351673126221
22,0.0060986519072405414,88.655,89.67,0.6269867970148723,0.5820854961872101,0.04702287167310715,0.04546082392334938
23,0.0050256887489547805,88.595,89.44,0.6230343530654907,0.5820757627487183,0.046837467700242996,0.04526115581393242
24,0.0040351160999502755,88.76166666666667,89.57,0.6210593625068664,0.5821037411689758,0.04670911282300949,0.04510727897286415
25,0.0031425558826412396,88.68166666666667,89.57,0.6199238867123922,0.5778839349746704,0.04660177230834961,0.0449901819229126
26,0.0023620843048442635,88.79,89.58,0.6175215170224507,0.5775256872177124,0.04651845246553421,0.04491286724805832
27,0.00170600986957233,88.76666666666667,89.61,0.6151533838907878,0.573997077345848,0.046465907245874405,0.04485131427645683
28,0.0011846792625895494,88.84333333333333,89.76,0.6149990481694539,0.5730374425649643,0.04641561582684517,0.04480477795004845
29,0.0008063141789958481,88.78833333333333,89.79,0.6148782456715902,0.5749700665473938,0.046386342495679855,0.044780004769563675
30,0.0005768816621838418,88.87666666666667,89.61,0.613170044930776,0.5686212182044983,0.04636682569980621,0.04475673660635948
