0,1,2,3,4,5,6,7,8,9
964,0,2,0,0,3,6,2,2,1
0,1114,5,2,3,0,3,1,6,1
15,6,975,7,5,0,3,7,13,1
1,0,7,972,1,12,0,6,8,3
2,0,5,0,941,0,9,7,1,17
5,0,1,19,0,851,6,1,4,5
9,4,4,0,5,6,928,1,1,0
4,2,15,8,3,1,0,981,2,12
12,2,9,10,7,10,9,7,907,1
8,2,4,14,15,2,1,8,5,950
