epoch,lr,train_accuracy,test_accuracy,train_loss,test_loss,sat_low,sat_high
86,0.01813791569515574,91.40833333333333,91.91,0.4491188136100769,0.41155508905649185,0.031192952767014503,0.028300045058131218
87,0.017357444117358765,91.43,92.03,0.4468637725830078,0.41284780502319335,0.030941491946578026,0.02804708480834961
88,0.016464883900049725,91.555,92.08,0.4450502409776052,0.4067793652415276,0.03071405366063118,0.0277828648686409
89,0.015474311251045217,91.62666666666667,92.11,0.44395034947395323,0.4061362504959106,0.030485862866044044,0.027553174644708633
90,0.01440134809275946,91.61333333333333,92.12,0.4408956941604614,0.40143644213676455,0.030295955017209053,0.02735651098191738
91,0.013262915695155739,91.61333333333333,92.15,0.4391055351893107,0.40030738413333894,0.030128566548228264,0.02716134861111641
92,0.012076967817210817,91.62833333333333,92.25,0.43812173325220743,0.4016600802540779,0.029966430738568306,0.02699696086347103
93,0.010862207565410807,91.74,92.16,0.43715029339790346,0.4003794059157372,0.02982081100344658,0.026845334097743034
94,0.009637792434589195,91.63833333333334,92.07,0.43468532980283103,0.39959387928247453,0.029680443927645683,0.02672748640179634
95,0.008423032182789185,91.76333333333334,92.25,0.43397891001701355,0.3943483144044876,0.029578357934951782,0.02662840485572815
96,0.007237084304844266,91.77,92.19,0.43352338814735414,0.39853987097740173,0.029498042538762093,0.02654733695089817
97,0.0060986519072405414,91.77,92.17,0.432816455189387,0.3964978516101837,0.029431236907839775,0.026475276798009872
98,0.0050256887489547805,91.75833333333334,92.27,0.43203134050369263,0.39681279808282854,0.029370436444878578,0.026405468583106995
99,0.0040351160999502755,91.71166666666667,92.15,0.432131578095754,0.3965073361992836,0.029314888641238213,0.02635893039405346
100,0.0031425558826412396,91.83,92.28,0.43139070819218955,0.39361967891454697,0.029278108850121498,0.026315394788980484
101,0.0023620843048442635,91.70666666666666,92.16,0.43001760433514913,0.39701649248600007,0.029250334948301315,0.02627861313521862
102,0.00170600986957233,91.82,92.19,0.43085626427332563,0.38887489438056944,0.029226316139101982,0.026256844401359558
103,0.0011846792625895494,91.80833333333334,92.22,0.4310485998630524,0.3907711073756218,0.02921280451118946,0.026241082698106766
104,0.0008063141789958481,91.68666666666667,92.23,0.4305606380780538,0.396667318046093,0.0292022954672575,0.026229072362184525
105,0.0005768816621838418,91.875,92.26,0.4306818637530009,0.39088148921728133,0.02919328771531582,0.026218563318252563
106,0.02,91.83666666666667,92.27,0.4299555292288462,0.39528028964996337,0.028962846845388412,0.025979865342378616
107,0.01992311833781616,91.785,92.26,0.42696622988382976,0.3910664767026901,0.02874966897070408,0.025761432945728302
108,0.019693685821004153,91.99333333333334,92.37,0.42483127442995705,0.3866529330611229,0.02851247228682041,0.025537747889757156
109,0.019315320737410453,91.93333333333334,92.24,0.4228757168292999,0.385690239071846,0.028279777616262436,0.02529454417526722
110,0.01879399013042767,91.84666666666666,92.39,0.42063519077301026,0.3876630365848541,0.02806885354220867,0.025090374052524567
111,0.01813791569515574,92.06666666666666,92.46,0.41918742124239605,0.38023087829351426,0.02786768600344658,0.024889208376407623
112,0.017357444117358765,92.135,92.5,0.4165621781508128,0.3792629256844521,0.02770479954779148,0.024703051894903183
113,0.016464883900049725,92.11166666666666,92.58,0.4149792254130046,0.3787443101406097,0.027539663016796112,0.024531159549951553
114,0.015474311251045217,91.96,92.31,0.4142120988368988,0.3778299555182457,0.027395542711019516,0.024372026324272156
115,0.01440134809275946,91.98,92.49,0.4118628095149994,0.3783294454216957,0.027228904888033867,0.02424592152237892
116,0.013262915695155739,92.10666666666667,92.55,0.4104915897369385,0.37596199959516524,0.02707127295434475,0.024106306955218315
117,0.012076967817210817,92.12333333333333,92.53,0.4105564478556315,0.37652569860219953,0.026939913630485535,0.023989958688616753
118,0.010862207565410807,92.13833333333334,92.48,0.4091146496772766,0.37557666301727294,0.026831073686480522,0.0238728616386652
119,0.009637792434589195,92.10333333333334,92.59,0.4084535212198893,0.3748738095164299,0.0267304889857769,0.02377978526055813
120,0.008423032182789185,92.20166666666667,92.66,0.4073682552019755,0.3710979610681534,0.026651673018932343,0.02370171993970871
121,0.007237084304844266,92.205,92.52,0.4059401269435883,0.3713927134871483,0.026586368680000305,0.023635664954781532
122,0.0060986519072405414,92.31333333333333,92.57,0.4060352068106333,0.3669509321451187,0.02653082273900509,0.023571111261844635
123,0.0050256887489547805,92.21666666666667,92.55,0.40424372803370157,0.3720611363649368,0.026479780673980713,0.02352232113480568
124,0.0040351160999502755,92.16166666666666,92.74,0.4052207302729289,0.3699847787618637,0.026433242484927177,0.023477282375097275
125,0.0031425558826412396,92.11,92.5,0.4044416050593058,0.3726273998618126,0.026407720521092415,0.02345026098191738
126,0.0023620843048442635,92.28166666666667,92.57,0.4038869877656301,0.36895756870508195,0.026385203003883362,0.0234337467700243
127,0.00170600986957233,92.28,92.7,0.40412025221188863,0.3660947874188423,0.02636943943798542,0.023411227390170097
128,0.0011846792625895494,92.17666666666666,92.6,0.40346968733469646,0.37070167511701585,0.02636268362402916,0.023402219638228416
129,0.0008063141789958481,92.25833333333334,92.6,0.40307078278859454,0.3657748430967331,0.02635817974805832,0.023394713178277016
130,0.0005768816621838418,92.28666666666666,92.71,0.40341409206390383,0.36750892251729966,0.0263521745800972,0.023393962532281876
131,0.02,92.22333333333333,92.68,0.4013000748793284,0.3656147301197052,0.026150256395339966,0.023206306621432304
132,0.01992311833781616,92.29666666666667,92.58,0.4017421517372131,0.36570166498422624,0.025976862758398056,0.023041920736432076
133,0.019693685821004153,92.37333333333333,92.63,0.4001442444801331,0.3629129767417908,0.025783201679587364,0.022855766117572784
134,0.019315320737410453,92.40666666666667,92.68,0.3966531807899475,0.35981307327747347,0.025607554242014885,0.022688375785946846
135,0.01879399013042767,92.43,92.86,0.396285005235672,0.3591050758957863,0.025447672232985497,0.02254951000213623
136,0.01813791569515574,92.42,92.89,0.39492930194536846,0.3615578874945641,0.02530805580317974,0.022402388975024223
137,0.017357444117358765,92.49666666666667,92.84,0.39362244504292804,0.36007392555475237,0.025154927745461464,0.02227328158915043
138,0.016464883900049725,92.55666666666667,92.8,0.3913765561421712,0.35667663961648943,0.02502732165157795,0.022156933322548866
139,0.015474311251045217,92.545,92.82,0.390073996369044,0.3541393280029297,0.024913227185606956,0.022038334980607033
140,0.01440134809275946,92.52833333333334,92.78,0.38921800525983175,0.35318478643894197,0.024793878197669983,0.02193925343453884
141,0.013262915695155739,92.56666666666666,92.77,0.38881270337104795,0.35760418176651,0.02467678114771843,0.02185067906975746
142,0.012076967817210817,92.66166666666666,92.99,0.38704372723897296,0.3494144305586815,0.02458145096898079,0.02175685204565525
143,0.010862207565410807,92.65,92.85,0.386056742811203,0.3498513251543045,0.02450864017009735,0.02167203091084957
144,0.009637792434589195,92.645,92.85,0.3863063675403595,0.34909198582172396,0.02442382089793682,0.021608227863907814
145,0.008423032182789185,92.695,93.0,0.38624215369224546,0.348623563349247,0.024342002347111702,0.021540671586990356
146,0.007237084304844266,92.58333333333333,92.91,0.38539129724502563,0.3506166785955429,0.024282703176140785,0.02147987112402916
147,0.0060986519072405414,92.58333333333333,92.87,0.38372681427001953,0.3506893739104271,0.02423616498708725,0.021440837532281876
148,0.0050256887489547805,92.73666666666666,93.09,0.3839677198410034,0.34762523174285886,0.024195630103349686,0.021412314847111702
149,0.0040351160999502755,92.60833333333333,92.91,0.3823246867974599,0.3505805999040604,0.02416185289621353,0.02138454094529152
150,0.0031425558826412396,92.68666666666667,92.92,0.3823814023176829,0.3504081413149834,0.02413482964038849,0.021359020844101906
