G_plus_min,G_plus_max,G_minus_min,G_minus_max,n_states,delta_G_plus,delta_G_minus,W_min_phys,W_max_phys,W_range,dynamic_range_pct,NL_plus,NL_minus,symmetry_error,beta_plus,beta_minus,mean_sat_ltp,mean_sat_ltd,asym_correction,W_sign_cross
0.0004425,0.0005005,0.0004045,0.000432,50,5.7999999999999946e-05,2.7499999999999964e-05,1.0500000000000038e-05,9.599999999999995e-05,8.549999999999991e-05,160.56338028168997,0.2987931034482761,0.1716363636363643,0.12715673981191178,3.0,3.0,0.3169460375586734,0.3169460375586734,0.9999999996844888,False
