0,1,2,3,4,5,6,7,8,9
957,0,1,0,0,7,10,1,4,0
0,1117,2,2,0,1,4,1,8,0
10,7,917,19,12,0,13,15,32,7
1,3,12,933,1,15,2,18,22,3
2,2,6,0,913,1,11,2,7,38
8,4,1,34,4,793,13,8,21,6
9,3,4,1,9,13,916,0,3,0
1,17,18,4,7,1,0,947,4,29
6,5,5,18,8,18,10,11,883,10
9,8,2,11,31,7,1,16,8,916
