0,1,2,3,4,5,6,7,8,9
957,1,4,0,3,4,6,2,1,2
0,1114,6,4,0,1,3,0,5,2
3,2,1007,2,3,0,4,6,5,0
0,1,19,963,1,11,0,6,7,2
0,0,4,0,955,1,10,3,2,7
2,1,2,14,0,857,7,3,5,1
5,3,2,0,6,7,934,0,1,0
0,7,15,6,2,1,0,983,1,13
10,1,17,17,5,13,12,5,886,8
2,5,1,11,26,6,2,6,2,948
