epoch,lr,train_accuracy,test_accuracy,train_loss,test_loss,sat_low,sat_high
1,0.004,19.56833333333333,20.23,2.2912212142944335,2.1906688451766967,0.062182486057281494,0.061926521360874176
2,0.008,42.70333333333333,43.08,2.0570853897094725,1.9089808940887452,0.0614025853574276,0.061127107590436935
3,0.012,60.015,60.49,1.7711906648000082,1.6059263825416565,0.0603427030146122,0.06001468002796173
4,0.016,70.76833333333333,71.43,1.499371247545878,1.3418140053749084,0.0591236911714077,0.05869058147072792
5,0.02,77.07,78.02,1.2729258659362792,1.1374015986919404,0.05777031555771828,0.057214099913835526
6,0.02,80.605,81.44,1.112932671801249,1.0064631342887878,0.05656706169247627,0.05590276047587395
7,0.01992311833781616,82.36,83.21,1.0023692277272542,0.9207227408885956,0.05543136969208717,0.05469650775194168
8,0.019693685821004153,83.64333333333333,84.19,0.9234697499275207,0.8494227886199951,0.05444204434752464,0.053558558225631714
9,0.019315320737410453,84.705,85.29,0.8644323322296142,0.7965457022190094,0.05344446375966072,0.05255797877907753
10,0.01879399013042767,85.44,85.96,0.8178718972524007,0.7541149020195007,0.05255647748708725,0.051615193486213684
11,0.01813791569515574,86.32333333333334,86.74,0.7824868635813396,0.7220436036586761,0.051805101335048676,0.050722699612379074
12,0.017357444117358765,86.695,87.18,0.7537796635309855,0.6959272772073746,0.051095008850097656,0.04988725483417511
13,0.016464883900049725,87.045,87.31,0.728523774433136,0.6721944451332093,0.05040143430233002,0.049143385142087936
14,0.015474311251045217,87.36166666666666,87.87,0.7085162420272827,0.6573370844125748,0.04977316036820412,0.04845431447029114
15,0.01440134809275946,87.345,87.7,0.6916861666361491,0.647920447587967,0.049213193356990814,0.047815531492233276
16,0.013262915695155739,87.71833333333333,88.07,0.6785696760813396,0.6326345264911651,0.04872754216194153,0.04724655672907829
17,0.012076967817210817,87.975,88.26,0.6670766650517782,0.6165222585201263,0.04830118641257286,0.046745892614126205
18,0.010862207565410807,88.05333333333333,88.41,0.6560079231580098,0.6134403944015503,0.04792287200689316,0.046299271285533905
19,0.009637792434589195,88.22166666666666,88.64,0.6483451983133952,0.6026747167110443,0.0475790835916996,0.04590369015932083
20,0.008423032182789185,88.475,88.89,0.6419040720939636,0.5907888084650039,0.047271329909563065,0.045557651668787
21,0.007237084304844266,88.41333333333333,88.88,0.6353570434570313,0.5888886630535126,0.047004107385873795,0.04528067260980606
22,0.0060986519072405414,88.45666666666666,88.93,0.6316349254926046,0.5840921044349671,0.04678717628121376,0.045033715665340424
23,0.0050256887489547805,88.405,88.9,0.6261539657592774,0.5880334138870239,0.04661228135228157,0.04484681040048599
24,0.0040351160999502755,88.72,89.17,0.6236907164255778,0.5749438166618347,0.046467408537864685,0.04471545293927193
25,0.0031425558826412396,88.56666666666666,89.06,0.6215979800860088,0.5754427522420883,0.04634881019592285,0.044605862349271774
26,0.0023620843048442635,88.74166666666666,89.27,0.6198191824595134,0.5740526199340821,0.04627074673771858,0.044526293873786926
27,0.00170600986957233,88.60166666666667,89.04,0.6183280499458313,0.5782870918512344,0.046209946274757385,0.04446399211883545
28,0.0011846792625895494,88.61833333333334,89.01,0.6181666235605876,0.57605662047863,0.0461709126830101,0.044419705867767334
29,0.0008063141789958481,88.64166666666667,89.15,0.6172579987843831,0.575217354297638,0.04614388942718506,0.04438893124461174
30,0.0005768816621838418,88.81333333333333,89.23,0.6155002353668213,0.5741039603948593,0.046120621263980865,0.04436566308140755
31,0.02,88.98833333333333,89.53,0.6112511417388916,0.5569378077983856,0.04546007141470909,0.04360752925276756
32,0.01992311833781616,89.05833333333334,89.48,0.5989857560793559,0.5533050537109375,0.04484906420111656,0.04295073449611664
33,0.019693685821004153,89.18833333333333,89.74,0.590036444123586,0.5426754385232926,0.044259823858737946,0.04225941002368927
34,0.019315320737410453,89.36333333333333,89.9,0.5794645758310953,0.5360769927501678,0.04369685426354408,0.04156733304262161
35,0.01879399013042767,89.49333333333334,90.0,0.5717711323420207,0.5249837517738343,0.04315715655684471,0.040977343916893005
36,0.01813791569515574,89.67,90.06,0.5633756794611613,0.5188003808259964,0.04258968308568001,0.04038584977388382
37,0.017357444117358765,89.84666666666666,90.24,0.5571228817939758,0.5119987279176712,0.04209502413868904,0.03983564302325249
38,0.016464883900049725,89.64666666666666,90.31,0.5515171513557434,0.5101706981658936,0.04163113608956337,0.03932521864771843
39,0.015474311251045217,89.86333333333333,90.35,0.5446885703404745,0.502656102180481,0.04121303930878639,0.03885982930660248
40,0.01440134809275946,90.03833333333333,90.4,0.5405023144404093,0.49623643457889555,0.04082871973514557,0.03843122348189354
41,0.013262915695155739,90.09333333333333,90.53,0.5353155057907104,0.49369294941425323,0.04047667607665062,0.03801387548446655
42,0.012076967817210817,90.305,90.71,0.5312688193957011,0.4869725823402405,0.04015315696597099,0.037676095962524414
43,0.010862207565410807,90.25,90.66,0.5285162477652232,0.4862018167972565,0.03988218307495117,0.03736758977174759
44,0.009637792434589195,90.08666666666667,90.55,0.524938689104716,0.48973633348941803,0.039638228714466095,0.03709961473941803
45,0.008423032182789185,90.17166666666667,90.72,0.5222518971443176,0.48098665177822114,0.03943705931305885,0.03683914989233017
46,0.007237084304844266,90.21333333333334,90.61,0.5205102082888285,0.4813626378774643,0.03925090655684471,0.03663723170757294
47,0.0060986519072405414,90.47833333333334,90.92,0.5200506333351135,0.4734627097845078,0.03911203891038895,0.03647509589791298
48,0.0050256887489547805,90.42666666666666,90.89,0.5179708428700764,0.4784849971532822,0.03899193927645683,0.03634223714470863
